с/т 69426|11.189 6723 ['сфæлынддзысты', 'дегустацимæ",', 'эстерсунды', 'постытӕ.', 'историимӕ"', 'раздæхтысты', 'сталинградаг,', 'ахастыл', 'бӕстыхӕйттӕн', 'хæстимæ']
б/т/р/т 2|0.0 3 ['бтртыл.', 2, 'бтртыл,']
ц/н 2|0.0 3 ['"спецназ"-ы', 2, 'стрелецнозтджын']
в/дз/г 2|0.0 3 ['рӕвдзгонд', 2, 'рӕвдзгӕнӕн']
ф/л/в 2|0.0 3 ['флварӕнтӕ.', 2, 'бафлвардзӕн,']
р/к/р 2|0.0 3 [2, 'ркр-ы', '"варкрафт"']
й/м/л 2|0.0 3 ['таймлапс', 2, 'небе.таймлапс']
м/х/х 2|0.0 2 [2, 'мхх-ы']
к/с/ц 2|0.0 3 [2, 'эксцесстӕй', 'эксцесстæ']
ц/к/ф 2|0.0 3 ['цкфу-ы', 2, 'цкфо']
й/м/с 2|0.0 2 ['джеймс', 2]
х/ц/т 2|0.0 2 [2, 'сæргæхцты']
т/хъ 2|0.0 3 ['ӕппæтхъырымаг', 2, 'сабатхъуаты']
в/д/б 2|0.0 3 [2, 'авдбонон', 'тӕвдбарӕны']
н/г/г/р 2|0.0 3 [2, 'ифтонгграз,', 'ифтонгграз']
хъ/л 2|0.0 2 ['хъларсы', 2]
х/п/ц 2|0.0 3 [2, 'хпц-ы', '(хпц)']
г/в/л 2|0.0 3 [2, 'цагвлийы', 'цагвли']
ч/м 2|0.0 3 [2, 'гуычмӕзты', 'астапковичмæскуыйы']
п/п/п 2|0.0 3 ['апппараттӕй,', 2, 'апппаратты']
с/г/р 2|0.0 3 [2, 'сгрунтовкӕ', 'разысграджыты']
л/т/р 2|0.0 3 [2, 'транскамылтранскавказы', 'транскамылтраскам']
т/п/р 2|0.0 2 [2, 'билетпресс-служба']
ф/п 2|0.0 3 ['(фпу)', 2, 'фпу']
к/г/б/з 2|0.0 2 [2, 'кгбзары']
н/хъ/м 2|0.0 3 ['рæнхъмæ', 'рӕнхъмӕ', 2]
с/ф/с/р 2|0.0 3 [2, 'усфср', '"усфср']
гъ/х 2|0.0 3 ['сыгъхуыссынгæнæн', 2, '"сыгъхуыссынгӕнджыты']
л/м/х 2|0.0 3 [2, 'уæлмхасæны', 'уæлмхассæнтæ']
р/с/т/к 2|0.0 3 [2, 'центрӕвзӕрсткомы', 'центрæвзæрстком']
н/ш/м 2|0.0 3 [2, 'тох-ревеншмӕ,', 'реваншмӕ.']
в/ф/х/м 2|0.0 3 [2, 'ковалевфхм:', 'масловфхм:']
в/й 2|0.0 2 ['белоусовйӕ', 2]
м/к/л 2|0.0 3 ['ӕмклубӕгтӕй', 2, 'æмклубон']
н/ц/ц/х 2|0.0 2 [2, 'зонынццхинвалы']
р/дз/дж 2|0.0 2 ['гардзджын', 2]
дж/р 2|0.0 2 [2, 'гиджрати.']
т/п/к 2|0.0 2 ['тпк', 2]
в/с/р 2|0.0 2 [2, 'одиноковсрæмыгъд']
в/с/к/м 2|0.0 3 [2, 'ульяновскмæ,', 'лазаревскмæ",']
ф/д 2|0.0 3 [2, 'рæстдзæфдӕр', 'дæрддзæфдæр']
с/х/л 2|0.0 2 ['схлиты', 2]
ц/р 2|0.0 2 ['црауы', 2]
р/ж/с/к 2|0.0 2 [2, '"петербуржский']
б/р/н 2|0.0 3 ['"рособрнадзор"', 'рособрнадзоримæ', 2]
м/м/м 2|0.0 3 [2, 'программмæйы', 'программмæ']
р/ж/д 2|0.0 3 ['"ржд"', 2, '"ржд"-йæн']
п/р/м 2|0.0 3 [2, 'кипрмӕ,', 'кипрмӕ']
р/с/ф/с 2|0.0 2 [2, 'рсфс']
б/л/д/т 2|0.0 2 [2, 'рамыблдта']
ф/т/г 2|0.0 2 ['æнæбафтгæ', 2]
н/т/с/к 2|0.0 2 [2, '"парламентская']
й/т/м 2|0.0 2 [2, 'сайтмæ']
р/г/г 2|0.0 3 ['фæтагъдæрггонд', 2, 'ахуырггæнджытæн']
н/к/м 2|0.0 3 [2, 'банкмæ,', 'банкмæ']
ч/л 2|0.0 2 [2, 'астапковичлебедев:']
б/ц 2|0.0 3 ['стародубцев.', 'стародубцевмæ.', 2]
ф/с/м 2|0.0 3 ['æфсмæрон', 2, '‘фсмӕры']
с/с/т/р 2|0.0 2 ['"югоосетгосстрах"-ы', 2]
р/с/к/м 2|0.0 3 ['красноярскмæ', 2, 'пятигорскмæ']
в/цъ 2|0.0 2 [2, 'хасиевцъæй']
й/в/л 2|0.0 2 [2, 'воскресенскийвлодарчик']
й/к/в 2|0.0 2 [2, 'шавлоховойквета']
й/с/б 2|0.0 3 ['фейсбукы.', 2, '"фейсбук"-ы']
р/д/хъ 2|0.0 2 [2, 'бардхъахъхъæнæг']
ч/ц 2|0.0 2 [2, 'астапковичцӕгатирыстойнаг']
в/д/н/х 2|0.0 3 ['вднх–йы', 2, 'вднх']
з/н/г 2|0.0 3 ['бузнгы,', 2, 'бузнгы']
н/б/т/к 2|0.0 2 ['айриянбтк-4', 2]
с/р/т 2|0.0 3 [2, 'айгæсрт', 'æвзæсртыты']
м/с/л 2|0.0 3 [2, 'æмслужбæгæнæджы', 'æмслужбæгæнæджынады']
й/н/ш/т 2|0.0 2 [2, 'вайнштейн.']
к/н/п 2|0.0 3 [2, 'кнп', '(кнп)']
р/с/ф/с/с 2|0.0 3 ['(рсфсс)', 'рсфсс-йы', 2]
х/ц/к 2|0.0 2 [2, 'хцк-ы']
й/п/л 2|0.0 3 ['боксæйплиты', 2, 'боксæйплитты']
н/г/л/т 2|0.0 2 [2, 'джинглтæ']
х/с/т/б 1|0.0 2 [1, 'æхæхстбарджын']
р/н/хъ 1|0.0 2 ['арнхъахъхъæнæн', 1]
б/р/т 1|0.0 2 [1, 'калибрты']
л/в/гъ 1|0.0 2 [1, 'разуӕлвгъау']
х/ц/г 1|0.0 2 [1, 'кӕхцгӕнӕны']
в/в/з 1|0.0 2 [1, 'ӕввзӕр']
б/п 1|0.0 2 [1, 'субподряды']
л/т/с/т/р 1|0.0 2 [1, '"балтстрой".']
л/п/т 1|0.0 2 [1, 'залптӕ.']
с/дж/дж 1|0.0 2 [1, 'кусджджытæ']
р/й 1|0.0 2 [1, 'литературйы']
п/м/к 1|0.0 2 [1, 'пмк-815-йы']
в/д/п/р 1|0.0 2 ['авдпроцентон', 1]
р/с/ф/с/р 1|0.0 2 [1, 'рсфср']
р/х/ф/с 1|0.0 2 [1, 'хиирхфсӕн']
в/с/м 1|0.0 2 [1, 'дӕргъӕвсмӕ.']
р/л/г 1|0.0 2 [1, 'ӕмбырлгонды']
н/д/г/т 1|0.0 2 [1, 'фӕндгты']
л/т/д 1|0.0 2 [1, 'фӕлтдӕрддзинадыл']
с/м/б/л 1|0.0 2 [1, 'анасмбль']
л/м/т/т 1|0.0 2 [1, 'хоргӕлмттӕ']
ж/с/к 1|0.0 2 ['парижской', 1]
р/д/р 1|0.0 2 ['ӕвзӕрдр', 1]
х/с/в 1|0.0 2 [1, 'ӕхсвы']
ш/х 1|0.0 2 [1, 'машхарайы']
р/ж/б 1|0.0 2 [1, 'вержбицкий,']
м/п/х 1|0.0 2 ['хъӕмпхор', 1]
п/п/д 1|0.0 2 [1, 'дзуаппдæттæг']
м/с/г 1|0.0 2 ['дымсгӕ', 1]
х/с/т/д 1|0.0 2 [1, 'тыхстдӕр']
р/к/т/м 1|0.0 2 ['инфарктмӕ",', 1]
с/ц/ц 1|0.0 2 [1, 'сццӕттӕ']
цъ/м 1|0.0 2 [1, 'цъминдайы']
д/н/т 1|0.0 2 [1, 'диднты']
н/ц/б 1|0.0 2 [1, 'видеоконференцбастдзинады']
в/к/с 1|0.0 2 [1, 'вкс",']
н/м/м 1|0.0 2 [1, 'кæронммæ']
гъ/д/б 1|0.0 2 [1, 'тыгъдбыдырты']
р/д/т/н 1|0.0 2 [1, 'коордтнатор']
ф/т/б 1|0.0 2 [1, 'улӕфтбонтӕй.']
н/г/д/г 1|0.0 2 [1, 'зынгдгонд']
в/т/т 1|0.0 2 [1, 'фитотерапевттæ,']
в/д/с 1|0.0 2 [1, 'ставдсыфон']
м/ч 1|0.0 2 [1, 'очамчыраг']
ж/в 1|0.0 2 [1, 'межводноейы,']
д/м/н 1|0.0 2 [1, 'адмнистрацийы']
р/н/т 1|0.0 2 ['зырнтæ', 1]
с/дз/дз 1|0.0 2 [1, 'ласдздзысты']
н/ж/х 1|0.0 2 [1, '"оранжхуыз']
л/д/т/т 1|0.0 2 ['ӕрӕвнӕлдттой', 1]
м/с/в 1|0.0 2 [1, 'ведомсвойы']
п/р/б/л 1|0.0 2 [1, 'прблемæйы']
р/т/п/р 1|0.0 2 [1, '"спортпрогноз"-æй,']
н/к/р/с 1|0.0 2 [1, 'конкрсы']
х/д/л 1|0.0 2 ['паддзахдлон', 1]
р/дж/д 1|0.0 2 [1, 'цӕрдждытӕ']
ц/дз 1|0.0 2 [1, 'фыцдзӕн,']
л/д/к 1|0.0 2 [1, 'алдкӕмӕндӕр']
х/ц/х 1|0.0 2 [1, 'кӕхцхӕссӕн.']
г/с/къ 1|0.0 2 ['хæдтулæгскъæрджытæн', 1]
й/н/б 1|0.0 2 [1, 'вейнбергы']
р/н/д 1|0.0 2 [1, 'реферндум']
с/к/п 1|0.0 2 [1, 'эскпертизӕйы.']
х/хъ 1|0.0 2 [1, 'хъаххъӕнынады']
н/дз/с 1|0.0 2 [1, 'фондзсывæллонджын']
р/гъ/д/д 1|0.0 2 ['дыргъддарды', 1]
г/цъ 1|0.0 2 [1, 'ӕрдӕгцъӕл']
р/т/т/дз 1|0.0 2 [1, 'цырттдзæвæнтæ']
ф/с/т/в 1|0.0 2 [1, 'графство']
р/чъ/н 1|0.0 2 [1, 'арчънеты']
р/т/м/с 1|0.0 2 [1, 'спортмсентӕ']
р/ц/ц/хъ 1|0.0 2 [1, 'къæрццхъус']
ч/х/в 1|0.0 2 [1, 'чхве']
х/ц/цъ 1|0.0 2 [1, 'зæхццъар']
к/т/г 1|0.0 2 [1, 'проектгæнæн']
м/п/м 1|0.0 2 [1, 'темпмæ.']
с/т/м/в 1|0.0 2 [1, 'ведостмвӕйы']
т/ц/дж 1|0.0 2 [1, 'фитцджеральд,']
з/г/р 1|0.0 2 [1, '"безграничный']
т/м/н 1|0.0 2 [1, 'бэтмн".16:10']
х/х/х 1|0.0 2 [1, 'хххӏ']
в/д/к 1|0.0 2 [1, 'ставдкалиберон']
ж/г 1|0.0 2 [1, 'монтажгæнæн']
ф/з/ф 1|0.0 2 [1, 'фзф']
п/п/г 1|0.0 2 [1, 'дзуаппгæнгæйæ,']
с/с/с/р 1|0.0 2 [1, 'ссср,']
д/к/б 1|0.0 2 [1, 'одкб"']
п/р/г/р 1|0.0 2 [1, 'прграммæйæн']
м/дж/н/т 1|0.0 2 ['азымджнтæн', 1]
ш/п/п 1|0.0 2 [1, '(шпп).']
в/р/м 1|0.0 2 [1, 'уаврмæ']
къ/къ 1|0.0 2 [1, 'ныкъкъӕбӕлдзыг']
г/м/х 1|0.0 2 [1, '(гмху)']
с/д/д 1|0.0 2 [1, 'ӕрмӕсддӕр']
т/т/м 1|0.0 2 [1, 'хаттмæ']
м/пъ 1|0.0 2 [1, 'æмпъолкъонтæ']
л/д/дз 1|0.0 2 [1, 'кæлддзаг']
н/к/ф 1|0.0 2 [1, 'франкфурт-на-майне,']
г/с/б 1|0.0 2 [1, 'кенигсберга"']
н/т/р/б 1|0.0 2 [1, 'контрбасгæрстон']
й/х/с/т 1|0.0 2 [1, 'рейхстагы']
й/ц/м 1|0.0 2 [1, 'тейцман']
н/ц/р 1|0.0 2 [1, '"концрет']
й/н/г 1|0.0 2 [1, 'гуырдзыстойнг']
с/с/дз 1|0.0 2 [1, 'ахуыссдзæн']
н/д/х 1|0.0 2 [1, 'амондхæссæгыл.']
р/л/т 1|0.0 2 [1, 'карлтон']
с/р/м 1|0.0 2 [1, 'срмагонд']
н/с/н 1|0.0 2 [1, '"транснефть",']
з/в/л/гъ 1|0.0 2 [1, 'развлгъау']
къ/г 1|0.0 2 [1, 'рукъгомæй']
т/б/л 1|0.0 2 [1, 'футблоист,']
с/т/с 1|0.0 2 ['"ростсельмаш",', 1]
ц/т/т 1|0.0 2 [1, 'бацттӕ']
цъ/к 1|0.0 2 [1, 'цъкайы']
л/б/в 1|0.0 2 [1, 'мт-лбв",']
х/с/с 1|0.0 2 [1, 'хссар']
р/д/т/т 1|0.0 2 [1, 'хӕдзӕрдттӕн']
х/с/ж 1|0.0 2 [1, 'ахсжиаг']
к/ч 1|0.0 2 [1, 'дудукчанӕн",']
х/цъ 1|0.0 2 [1, 'зæхцъарӕй.']
р/г/д 1|0.0 2 [1, 'ргд']
к/к/т 1|0.0 2 [1, 'губакктӕ']
ф/ш/т 1|0.0 2 [1, '"куфштайн"-æй,']
с/ц/к/п 1|0.0 2 [1, 'сцкп']
в/г/м 1|0.0 2 [1, 'равгмӕ']
в/р/т/т 1|0.0 2 [1, 'минӕврттимӕ']
н/г/х/л 1|0.0 2 [1, 'уынгхлопонин:']
р/л/л 1|0.0 2 [1, 'ӕрллӕууын,']
т/л/м 1|0.0 2 [1, 'ратлмацгӕнӕг']
р/ш/к 1|0.0 2 [1, 'гершкович.']
н/г/ф 1|0.0 2 [1, 'зынгфæдисонты']
м/п/ц 1|0.0 2 [1, 'презумпци']
ф/д/р 1|0.0 2 [1, 'фдракӕндты']
гъ/р/й/т 1|0.0 2 [1, 'зӕгърйты']
т/с/дж 1|0.0 2 [1, 'ӕнтытсджынӕй']
хъ/д 1|0.0 2 ['кухъдариуæггæнæг', 1]
р/р/т 1|0.0 2 [1, 'террторитӕ']
л/п/р 1|0.0 2 [1, 'федералпресс.социалон']
й/с/т/м 1|0.0 2 [1, 'байстмӕ",']
в/с/г 1|0.0 2 [1, 'дæргъæвсгом']
д/к/т 1|0.0 2 [1, 'шеф-редктор']
р/в/ц 1|0.0 2 [1, 'царвцæгъдæны.']
м/х/р/х 1|0.0 2 [1, 'мхрх-ы']
к/р/к/т 1|0.0 2 ['пресс-секрктарь.', 1]
г/ш/т 1|0.0 2 [1, 'флагштокы']
в/р/с 1|0.0 2 [1, 'алыврсонӕй.']
т/р/к 1|0.0 2 [1, '(отрк)']
р/ф/р 1|0.0 2 ['рфракетчиктӕ', 1]
ж/б/г 1|0.0 2 [1, 'службгӕнджытӕм.']
м/ж 1|0.0 2 [1, 'икрамжан']
в/д/ц 1|0.0 2 [1, 'ивдцæуæг']
в/з/х 1|0.0 2 [1, 'æвзхарын']
гъ/б 1|0.0 2 [1, 'мигъбоны']
хъ/хъ/н 1|0.0 2 [1, 'хъахъхънынады']
г/м/к 1|0.0 2 [1, '"угмк-холдинг"-ы']
з/л/т 1|0.0 2 [1, 'пазлтӕй.']
р/ф/н/ч 1|0.0 2 [1, 'рфнчындоны.']
й/с/дж 1|0.0 2 ['райсджыты', 1]
х/х/р/с/дж 1|0.0 2 [1, 'аххрсджын']
р/н/ш/т 1|0.0 2 [1, 'дорнштадты.']
м/л/д/р 1|0.0 2 [1, 'млдр']
ж/д/т 1|0.0 2 [1, 'кождтой']
л/д/г 1|0.0 2 ['фембылдгонд', 1]
ч/хъ 1|0.0 2 [1, 'игнатовичхъайтар']
ф/ф/хъ 1|0.0 2 [1, 'акоеффхъӕрмады']
р/б/р 1|0.0 2 [1, 'бутербродтӕ']
р/т/п/л 1|0.0 2 ['"артплэй"', 1]
с/т/г/н 1|0.0 2 ['ирыстгны', 1]
л/д/д 1|0.0 2 [1, 'иууылддӕр']
г/гъ 1|0.0 2 [1, 'бӕггъӕввадӕй']
р/й/с/т 1|0.0 2 [1, 'рйстон']
м/ж/т 1|0.0 2 ['бомжтӕй,', 1]
й/п/р 1|0.0 2 [1, 'озерскийпроект']
м/х/с 1|0.0 2 [1, 'уӕлӕмхсӕй']
й/к/л 1|0.0 2 [1, 'майкл']
м/в/д/х 1|0.0 2 [1, 'мвдхуссар']
ч/г 1|0.0 2 [1, 'астапковичгасситы']
р/ф/т 1|0.0 2 [1, 'рфтыбылты']
к/р/в/н 1|0.0 2 [1, 'крвн-ӕй']
ш/т/р 1|0.0 2 [1, 'штраф,']
с/къ/л 1|0.0 2 [1, 'скълад.']
р/ф/с/т 1|0.0 2 ['тӕфӕрфсты', 1]
р/в/з 1|0.0 2 [1, 'ирвзынгӕнӕн']
ц/х/д 1|0.0 2 [1, 'къуцхдариуӕгад']
л/в/р/д/т 1|0.0 2 [1, 'бафӕлврдтам']
й/н/с/т/р 1|0.0 2 [1, 'мейнстримӕн']
гъ/т/й 1|0.0 2 [1, 'ауагътй']
м/в/д/г 1|0.0 2 [1, 'мвдгӕмосты']
с/р/г 1|0.0 2 [1, 'хуссарирыстойнаг-днесргӕройнаг']
ф/ц/х 1|0.0 2 ['вильфцхинвалы', 1]
в/з/н 1|0.0 2 [1, 'кухтаревзнауыры']
г/н/дз 1|0.0 2 ['ӕнӕмӕнгхъӕуӕгндзинадыл,', 1]
в/х/л 1|0.0 2 [1, 'сысоевхлопонин:']
й/р/г 1|0.0 2 [1, 'сӕйрга']
ч/т/р 1|0.0 2 [1, 'астапковичтренер:']
н/р/х 1|0.0 2 [1, 'багианрхи']
г/д/д 1|0.0 2 [1, 'уагддӕтты']
р/к/к 1|0.0 2 [1, 'нырккон']
с/ж 1|0.0 2 [1, 'куысжыты']
л/цъ 1|0.0 2 [1, 'уӕлцъарыл']
п/т/к 1|0.0 2 [1, 'птк']
р/ц/г 1|0.0 2 [1, 'къӕрцгӕнӕгтæй.']
й/с/м 1|0.0 2 ['сейсмикон', 1]
р/д/г/г 1|0.0 2 [1, 'бæлвырдггæнæнтæ']
в/в/х/с 1|0.0 2 ['æввхс', 1]
р/з/т/ц 1|0.0 2 [1, 'уарзтцух']
л/н/д 1|0.0 2 ['зæлдфæлндыны', 1]
ч/з 1|0.0 2 [1, 'астапковичзюганов']
н/т/б 1|0.0 2 ['хинтба.', 1]
с/р/с/т 1|0.0 2 [1, 'æвзæсрстыты']
в/з/дж 1|0.0 2 ['æвзджы', 1]
с/т/г/т 1|0.0 2 [1, 'æмбæстгтæ']
й/г/м 1|0.0 2 [1, 'сылойгмагыл']
р/с/ч 1|0.0 2 [1, 'фæрсчытæм']
х/л/д 1|0.0 2 [1, 'фæткахлды']
м/б/с/т 1|0.0 2 [1, 'ӕмбстæгтæн']
з/с/т/м 1|0.0 2 [1, 'райрæзстмæ.']
с/с/к/м 1|0.0 2 [1, 'черкесскмæ.']
с/т/т/т 1|0.0 2 ['специалистттæ', 1]
н/хъ/л 1|0.0 2 [1, 'æнхълæмæ']
н/т/с/т/в 1|0.0 2 [1, 'агентство']
р/д/ц/х 1|0.0 2 [1, 'автозгъордцхинвалы']
н/в/л 1|0.0 2 [1, 'цхинвлы,']
н/м/п 1|0.0 2 [1, 'конмпани']
р/п/п 1|0.0 2 ['рпп', 1]
н/г/з 1|0.0 2 [1, 'сынгзирвæзтты']
хъ/р 1|0.0 2 [1, 'хърихъуппы,']
н/г/б 1|0.0 2 ['уæнгбæттæнтæ', 1]
н/н/м 1|0.0 2 [1, 'кусыннмæ']
х/ц/дж 1|0.0 2 [1, 'армæхцджытæ']
ф/л/т 1|0.0 2 ['æфлтæрæн', 1]
р/з/с 1|0.0 2 [1, 'хæрзсидзæрттæн']
н/т/р/д 1|0.0 2 [1, '(контрданс,']
б/с/н 1|0.0 2 [1, 'абсны.']
г/р/н/д 1|0.0 2 [1, '"иугрнд']
й/к/б 1|0.0 2 [1, 'страйкболон']
ц/п/р 1|0.0 2 [1, 'спецпроекты,']
к/г/б/л 1|0.0 2 [1, 'кгбленингоры']
р/т/с/к 1|0.0 2 [1, '"нартские"']
р/к/г 1|0.0 2 [1, '"кæркгæсы']
й/т/б 1|0.0 2 [1, 'скейтбордтыл,']
р/м/б 1|0.0 2 [1, 'æрмбырдуæвджытæ']
й/л/м 1|0.0 2 ['мотофристайлмæ', 1]
р/ц/дз 1|0.0 2 ['къуырцдзæвæнæй', 1]
п/р/з 1|0.0 2 [1, 'прзидент']
р/ф/б 1|0.0 2 [1, 'рфбибылты']
х/с/с/к 1|0.0 2 [1, 'ӕввахсскæсæн']
с/гъ/д/д 1|0.0 2 [1, 'рæсгъддæр']
р/х/й 1|0.0 2 [1, 'архйаджытæй']
р/к/т/т 1|0.0 2 [1, 'инфаркттæй,']
х/тъ 1|0.0 2 [1, 'уахтъанайы']
г/ф/с 1|0.0 2 [1, '(огфсо)']
п/к/л 1|0.0 2 [1, 'альпклуб']
х/т/б 1|0.0 2 [1, 'къахтбырутæ,']
л/х/в 1|0.0 2 [1, 'цæлхвæд']
ш/ш 1|0.0 2 [1, 'креишшæн",']
в/тъ 1|0.0 2 [1, 'блиновтъуриты']
л/й 1|0.0 2 [1, 'скъолйы']
б/р/н/м 1|0.0 2 [1, 'брнмӕ,']
л/ж 1|0.0 2 [1, 'солженицины']
ф/п/б 1|0.0 2 ['фпбу', 1]
ш/т/м 1|0.0 2 [1, 'будапештмæ.']
х/б/ц 1|0.0 2 [1, 'хбц']
дз/м/б 1|0.0 2 [1, 'дзмболат']
к/т/в 1|0.0 2 [1, 'реактвион']
ц/р/дж 1|0.0 2 [1, 'црджытӕ']
в/с/ф 1|0.0 2 [1, 'тадтаевсфӕлдыстадон']
ф/б/с 1|0.0 2 [1, 'сӕфбс']
й/къ 1|0.0 2 ['юрийкъуыдаргомы', 1]
к/с/р 1|0.0 2 [1, 'эксракорпоралон']
н/д/н 1|0.0 2 [1, 'скондн']
в/г/дж 1|0.0 2 [1, 'авгджын']
ц/ц/дж 1|0.0 2 [1, 'æртыццджы']
г/ч 1|0.0 2 [1, 'рагчырыстон']
к/с/в 1|0.0 2 [1, '"фольксваген"']
с/к/х 1|0.0 2 ['скхолайы.', 1]
т/с/м 1|0.0 2 [1, 'спротсментæ']
к/г/б/п 1|0.0 2 [1, 'кгбпӕк']
къ/т 1|0.0 2 [1, 'церекъты']
й/с/т/в 1|0.0 2 [1, '"со-действие"-йы']
в/з/т 1|0.0 2 [1, 'анхъæвзта']
к/г/б/ц/х 1|0.0 2 [1, 'кгбцхинвайлаг']
р/т/б 1|0.0 2 [1, 'альпертбасаты']
с/т/гъ 1|0.0 2 [1, 'æвзистгъуыз']
р/н/м 1|0.0 2 [1, 'фарнмæ']
й/с/с/т 1|0.0 2 [1, 'райсстой']
м/с/п 1|0.0 2 [1, 'къамспортсментæ']
в/г/т/р/к 1|0.0 2 [1, 'вгтрк-йы']
р/з/ч 1|0.0 2 ['хæрзчысыл', 1]
с/п/л 1|0.0 2 [1, 'спломбæ']
в/в/х/с/д 1|0.0 2 [1, 'æввхсдæр']
ч/в/р 1|0.0 2 [1, 'чвринисийы']
з/гъ/д 1|0.0 2 [1, 'æвызгъд']
ц/х/н 1|0.0 2 [1, 'цхнивал,']
л/т/м 1|0.0 2 [1, 'халтмаагийн']
м/к/р 1|0.0 2 [1, 'драмкружок.']
г/с/к 1|0.0 2 [1, 'æрдæгскакъадахы']
ц/с 1|0.0 2 ['соцсети', 1]
н/в/г 1|0.0 2 ['нвгæнæг', 1]
т/к/т 1|0.0 2 [1, 'критктæ']
ц/ц/т 1|0.0 2 [1, 'бæлиццтæ']
р/ф/ц/х 1|0.0 2 [1, 'рфцхинвалы']
н/х/л 1|0.0 2 [1, 'айриянхлопонин:']
гъ/д/р 1|0.0 2 [1, 'тагъдрæзаг']
р/п/л 1|0.0 2 [1, '"натурпланты"']
м/к/к/к/п/р 1|0.0 2 [1, 'мкккпрезиденты']
з/с/т/р 1|0.0 2 [1, '"союзстрой']
м/с/х/л 1|0.0 2 [1, 'мсхлебы']
м/к/к/к/с/д 1|0.0 2 [1, 'мккксдӕк']
хъ/с 1|0.0 2 [1, 'æнæрухъсæй']
х/з/м 1|0.0 2 [1, 'тыхзмæлды']
ж/р 1|0.0 2 [1, 'жриа,']
с/й 1|0.0 2 [1, 'уæрæсйеы']
б/л/х 1|0.0 2 [1, 'мидыблхудтимæ']
м/тъ 1|0.0 2 [1, 'æмтъеры,']
